C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_agent_to_agent_communication_count,D2_communication_count,D2_system_mediated_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,agents,benchmark,eval_avg_score,eval_completion_rate,eval_success_rate,runs,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,system_label,task_dir,task_id,topology,system_root,sas_score,sas_success_rate,sas_latency_ms,sas_tokens_total,sas_communication_count,sas_tool_calls_total,score_delta_vs_sas,success_delta_vs_sas,latency_delta_ms_vs_sas,tokens_delta_vs_sas,communication_delta_vs_sas,tool_calls_delta_vs_sas,score_win_vs_sas,score_tie_vs_sas,score_loss_vs_sas
37371.652667008166,153743.0,0.0,27.0,0.0,5.0,5.0,0.0,8.0,70.0,0.0142857142857142,0.0,0.1285714285714285,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,37306.652667008166,153632.0,0.0,0.0,1.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/browsecomp/orchestrator_with_discussion/770,770,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/browsecomp/orchestrator_with_discussion,0.0,0.0,6397.51229200128,77542.0,0.0,9.0,0.0,0.0,30974.140375006886,76201.0,5.0,18.0,0,1,0
124704.32658499922,112887.0,0.0,57.0,0.0,8.0,8.0,0.0,29.0,179.0,0.0335195530726257,0.4692737430167598,0.2067039106145251,1.0,1.0,0.0,0.0,0.0,4,browsecomp,1.0,1.0,1.0,1,21.0,93827.58162698885,98201.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,37.0,30755.744958010386,14685.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/browsecomp/orchestrator_with_discussion/771,771,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/browsecomp/orchestrator_with_discussion,0.0,0.0,3558.2582090013893,973.0,0.0,2.0,1.0,1.0,121146.06837599783,111914.0,8.0,55.0,1,0,0
54036.62587398657,27108.0,0.0,16.0,0.0,12.0,12.0,0.0,13.0,57.0,0.0350877192982456,0.2982456140350877,0.2280701754385964,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,8.0,41187.74045698956,21325.0,0.0,0.0,1.0,1.0,92.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,12812.885416997016,5691.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate/multi_domain_0,multi_domain_0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate,0.0,0.0,7130.936500000535,977.0,0.0,1.0,0.0,0.0,46905.68937398604,26131.0,12.0,15.0,0,1,0
39413.85804099863,24719.0,0.0,14.0,0.0,12.0,12.0,0.0,13.0,53.0,0.0377358490566037,0.320754716981132,0.2452830188679245,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,8.0,34543.91191600007,19397.0,0.0,0.0,1.0,1.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,4837.946124998562,5232.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate/multi_domain_1,multi_domain_1,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate,0.0,0.0,22569.101333004302,24097.0,0.0,14.0,0.0,0.0,16844.75670799433,622.0,12.0,0.0,0,1,0
42086.27179000655,29180.0,0.0,17.0,0.0,12.0,12.0,0.0,13.0,59.0,0.0338983050847457,0.288135593220339,0.2203389830508474,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,8.0,36299.943582002015,23036.0,0.0,0.0,1.0,1.0,102.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,5748.328208004532,6042.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate/multi_domain_2,multi_domain_2,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/fully_linked_debate,0.0,0.0,9521.892082994862,5945.0,0.0,5.0,1.0,1.0,32564.379707011685,23235.0,12.0,12.0,1,0,0
86684.17520898796,37612.0,0.0,23.0,0.0,4.0,6.0,2.0,15.0,75.0,0.04,0.2266666666666666,0.2,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,10.0,80156.10199999355,28462.0,0.0,0.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,6478.073208994407,9060.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate/multi_domain_0,multi_domain_0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate,0.0,0.0,7130.936500000535,977.0,0.0,1.0,0.0,0.0,79553.23870898742,36635.0,6.0,22.0,0,1,0
36696.13437501452,20256.0,0.0,15.0,0.0,0.0,2.0,2.0,7.0,49.0,0.0408163265306122,0.0,0.2040816326530612,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,6.0,31772.944417018152,15720.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,4890.189957996365,4438.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate/multi_domain_1,multi_domain_1,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate,0.0,0.0,22569.101333004302,24097.0,0.0,14.0,0.0,0.0,14127.033042010215,-3841.0,2.0,1.0,0,1,0
103223.41712602112,53218.0,0.0,33.0,0.0,6.0,8.0,2.0,21.0,107.0,0.0467289719626168,0.3271028037383177,0.1962616822429906,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,14.0,92779.50016701652,38892.0,0.0,0.0,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,21.0,10371.916959004591,14248.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate/multi_domain_2,multi_domain_2,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/group_chat_debate,0.0,0.0,9521.892082994862,5945.0,0.0,5.0,1.0,1.0,93701.52504302625,47273.0,8.0,28.0,1,0,0
35515.18233201461,20570.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0217391304347826,0.0,0.1304347826086956,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,33059.30541601265,19677.0,0.0,0.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2419.8769160019583,823.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting/multi_domain_0,multi_domain_0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting,0.0,0.0,7130.936500000535,977.0,0.0,1.0,0.0,0.0,28384.245832014072,19593.0,0.0,16.0,0,1,0
26592.121583995468,15335.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,40.0,0.025,0.0,0.15,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,25080.62658400013,14488.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1481.4949999953387,776.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting/multi_domain_1,multi_domain_1,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting,0.0,0.0,22569.101333004302,24097.0,0.0,14.0,0.0,0.0,4023.020250991165,-8762.0,0.0,0.0,0,1,0
27414.30533201183,15080.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,38.0,0.0263157894736842,0.0,0.1578947368421052,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,4.0,25810.818374011433,14064.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1575.4869580004015,917.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting/multi_domain_2,multi_domain_2,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260403T225842Z/workbench/only_voting,0.0,0.0,9521.892082994862,5945.0,0.0,5.0,1.0,1.0,17892.41324901697,9135.0,0.0,8.0,1,0,0
