C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,agents,benchmark,eval_avg_score,eval_completion_rate,eval_success_rate,runs,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,system_label,task_dir,task_id,topology,system_root,sas_score,sas_success_rate,sas_latency_ms,sas_tokens_total,sas_communication_count,sas_tool_calls_total,score_delta_vs_sas,success_delta_vs_sas,latency_delta_ms_vs_sas,tokens_delta_vs_sas,communication_delta_vs_sas,tool_calls_delta_vs_sas,score_win_vs_sas,score_tie_vs_sas,score_loss_vs_sas
195136.3433749918,243220.0,0.0,19.0,0.0,0.0,5.0,50.0,0.02,0.0,0.12,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,195090.3433749918,243215.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/769,769,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting,0.0,0.0,3292.5005410015583,13388.0,0.0,3.0,0.0,0.0,191843.84283399023,229832.0,0.0,16.0,0,1,0
17043.45379194431,53937.0,0.0,10.0,0.0,0.0,5.0,32.0,0.03125,0.0,0.1875,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,17015.45379194431,53936.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/770,770,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting,0.0,0.0,16404.603167116642,158346.0,0.0,8.0,0.0,0.0,638.8506248276681,-104409.0,0.0,2.0,0,1,0
22561.194043165073,15647.0,0.0,8.0,0.0,0.0,5.0,28.0,0.0357142857142857,0.0,0.2142857142857142,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,22537.194043165073,15638.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/771,771,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting,1.0,1.0,6862.918999899179,18038.0,0.0,3.0,-1.0,-1.0,15698.275043265894,-2391.0,0.0,5.0,0,0,1
42579.94595989771,290977.0,0.0,20.0,0.0,0.0,5.0,52.0,0.0192307692307692,0.0,0.1153846153846153,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,42531.94595989771,290834.0,0.0,0.0,1.0,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/772,772,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting,0.0,0.0,6772.266374960542,37316.0,0.0,4.0,0.0,0.0,35807.67958493717,253661.0,0.0,16.0,0,1,0
20291.486624971032,83170.0,0.0,12.0,0.0,0.0,5.0,36.0,0.0277777777777777,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,20259.486624971032,83149.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/773,773,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting,0.0,0.0,13836.968749906868,137500.0,0.0,8.0,0.0,0.0,6454.517875064164,-54330.0,0.0,4.0,0,1,0
46590.20179175958,256453.0,0.0,27.0,0.0,5.0,8.0,69.0,0.0144927536231884,0.0,0.1159420289855072,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,45132.2985838633,255107.0,0.0,0.0,1.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1401.9032078962773,1167.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/769,769,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion,0.0,0.0,3292.5005410015583,13388.0,0.0,3.0,0.0,0.0,43297.70125075802,243065.0,5.0,24.0,0,1,0
28925.58466690965,105328.0,0.0,26.0,0.0,5.0,8.0,67.0,0.0149253731343283,0.0,0.1194029850746268,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,27713.07145897299,104582.0,0.0,0.0,1.0,1.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1158.5132079366597,598.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/770,770,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion,0.0,0.0,16404.603167116642,158346.0,0.0,8.0,0.0,0.0,12520.981499793008,-53018.0,5.0,18.0,0,1,0
26658.73999928683,59035.0,0.0,20.0,0.0,5.0,8.0,55.0,0.0181818181818181,0.0,0.1454545454545454,1.0,1.0,0.0,0.0,0.0,4,browsecomp,1.0,1.0,1.0,1,5.0,25262.261207215488,58217.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1354.4787920713425,817.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/771,771,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion,1.0,1.0,6862.918999899179,18038.0,0.0,3.0,0.0,0.0,19795.82099938765,40997.0,5.0,17.0,0,1,0
44006.16820800304,266597.0,0.0,27.0,0.0,5.0,8.0,69.0,0.0144927536231884,0.0,0.1159420289855072,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,42351.83479101397,265523.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1598.3334169890732,957.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/772,772,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion,0.0,0.0,6772.266374960542,37316.0,0.0,4.0,0.0,0.0,37233.901833042495,229281.0,5.0,23.0,0,1,0
43762.2264592126,226345.0,0.0,25.0,0.0,5.0,8.0,65.0,0.0153846153846153,0.0,0.123076923076923,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,42420.0605424121,225272.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1290.165916800499,956.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/773,773,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion,0.0,0.0,13836.968749906868,137500.0,0.0,8.0,0.0,0.0,29925.257709305733,88845.0,5.0,17.0,0,1,0
34934.90608235262,65496.0,0.0,26.0,0.0,6.0,10.0,73.0,0.0273972602739726,0.0,0.1506849315068493,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,34868.90608235262,65482.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/769,769,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure,0.0,0.0,3292.5005410015583,13388.0,0.0,3.0,0.0,0.0,31642.405541351065,52108.0,6.0,23.0,0,1,0
36586.39175043441,65955.0,0.0,23.0,0.0,6.0,10.0,67.0,0.0298507462686567,0.0,0.1641791044776119,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,36526.39175043441,65838.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/770,770,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure,0.0,0.0,16404.603167116642,158346.0,0.0,8.0,0.0,0.0,20181.78858331777,-92391.0,6.0,15.0,0,1,0
64949.84587426111,45950.0,0.0,38.0,0.0,10.0,20.0,115.0,0.0347826086956521,0.3217391304347826,0.1826086956521739,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,13.0,64847.84587426111,45941.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/771,771,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure,1.0,1.0,6862.918999899179,18038.0,0.0,3.0,-1.0,-1.0,58086.92687436193,27912.0,10.0,35.0,0,0,1
27098.54579059407,34982.0,0.0,23.0,0.0,6.0,10.0,67.0,0.0298507462686567,0.0,0.1641791044776119,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,27038.54579059407,34877.0,0.0,0.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/772,772,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure,0.0,0.0,6772.266374960542,37316.0,0.0,4.0,0.0,0.0,20326.27941563353,-2334.0,6.0,19.0,0,1,0
46168.09141605161,253291.0,0.0,33.0,0.0,6.0,10.0,87.0,0.0229885057471264,0.0,0.1264367816091954,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,46088.09141605161,253252.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/773,773,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure,0.0,0.0,13836.968749906868,137500.0,0.0,8.0,0.0,0.0,32331.122666144744,115791.0,6.0,25.0,0,1,0
43319.68128949776,44788.0,0.0,26.0,0.0,8.0,15.0,77.0,0.0259740259740259,0.0129870129870129,0.1818181818181818,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,8.0,39390.76395728625,40932.0,0.0,0.0,1.0,1.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,3873.91733221151,3666.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/769,769,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion,0.0,0.0,3292.5005410015583,13388.0,0.0,3.0,0.0,0.0,40027.180748496205,31400.0,8.0,23.0,0,1,0
23814.771666774526,75575.0,0.0,19.0,0.0,5.0,8.0,54.0,0.0185185185185185,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,23765.771666774526,75458.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/770,770,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion,0.0,0.0,16404.603167116642,158346.0,0.0,8.0,0.0,0.0,7410.168499657884,-82771.0,5.0,11.0,0,1,0
36543.879957098514,106885.0,0.0,22.0,0.0,5.0,8.0,60.0,0.0166666666666666,0.0,0.15,1.0,1.0,0.0,0.0,0.0,4,browsecomp,1.0,1.0,1.0,1,5.0,34117.62987403199,105551.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2380.250083066523,1333.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/771,771,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion,1.0,1.0,6862.918999899179,18038.0,0.0,3.0,0.0,0.0,29680.960957199335,88847.0,5.0,19.0,0,1,0
